id,name,supertype,types,price_date,normal_market,normal_low,normal_high,reverse_market,reverse_low,reverse_high,holo_market,holo_low,holo_high,month
sv6pt5-34,Malamar,Pokémon,Darkness,2025/03/17,0.07,0.01,5.01,0.07,0.02,4.95,,,,mar
sv6pt5-41,Cufant,Pokémon,Metal,2025/03/17,0.05,0.01,4.95,0.1,0.02,4.95,,,,mar
sv6pt5-44,Axew,Pokémon,Dragon,2025/03/17,0.05,0.01,4.95,0.08,0.01,4.95,,,,mar
sv6pt5-47,Kyurem,Pokémon,Dragon,2025/03/17,0.08,0.01,4.95,0.17,0.01,4.95,,,,mar
sv6pt5-49,Persian,Pokémon,Colorless,2025/03/17,0.05,0.01,5.01,0.07,0.01,4.95,,,,mar
sv6pt5-54,Academy at Night,Trainer,,2025/03/17,0.1,0.01,3.99,0.13,0.03,4.95,,,,mar
sv6pt5-55,Binding Mochi,Trainer,,2025/03/17,0.06,0.01,20.0,0.12,0.01,4.95,,,,mar
sv6pt5-62,Poké Vital A,Trainer,,2025/03/17,,,,,,,0.8,0.3,12.95,mar
sv6pt5-70,Dusknoir,Pokémon,Psychic,2025/03/17,,,,,,,25.7,20.0,80.0,mar
sv6pt5-75,Zorua,Pokémon,Darkness,2025/03/17,,,,,,,18.41,15.0,50.0,mar
sv6pt5-76,Cufant,Pokémon,Metal,2025/03/17,,,,,,,11.32,9.6,29.95,mar
sv6pt5-80,Kingdra ex,Pokémon,Water,2025/03/17,,,,,,,2.4,1.55,30.0,mar
sv6pt5-81,Revavroom ex,Pokémon,Lightning,2025/03/17,,,,,,,1.23,0.82,14.99,mar
sv6pt5-5,Decidueye,Pokémon,Grass,2025/03/17,0.06,0.01,4.95,0.12,0.01,4.95,,,,mar
sv6pt5-11,Seadra,Pokémon,Water,2025/03/17,0.04,0.01,4.95,0.08,0.02,4.95,,,,mar
sv6pt5-15,Revavroom ex,Pokémon,Lightning,2025/03/17,,,,,,,0.43,0.05,5.05,mar
sv6pt5-25,Bloodmoon Ursaluna,Pokémon,Fighting,2025/03/17,,,,0.15,0.01,4.95,0.09,0.01,4.95,mar
sv6pt5-30,Absol,Pokémon,Darkness,2025/03/17,0.05,0.01,4.95,0.11,0.01,4.95,,,,mar
sv6pt5-38,Fezandipiti ex,Pokémon,Darkness,2025/03/17,,,,,,,8.93,8.49,31.48,mar
sv6pt5-43,Varoom,Pokémon,Metal,2025/03/17,0.05,0.01,4.95,0.11,0.01,4.95,,,,mar
sv6pt5-51,Furfrou,Pokémon,Colorless,2025/03/17,0.04,0.01,4.95,0.07,0.02,4.95,,,,mar
sv6pt5-52,Stufful,Pokémon,Colorless,2025/03/17,0.05,0.01,4.95,0.07,0.01,4.95,,,,mar
sv6pt5-60,Neutralization Zone,Trainer,,2025/03/17,,,,,,,0.84,0.3,12.95,mar
sv6pt5-61,Night Stretcher,Trainer,,2025/03/17,1.73,0.98,9.95,2.38,1.5,10.5,,,,mar
sv6pt5-65,Tapu Bulu,Pokémon,Grass,2025/03/17,,,,,,,7.1,4.82,21.0,mar
sv6pt5-68,Duskull,Pokémon,Psychic,2025/03/17,,,,,,,40.73,35.0,110.0,mar
sv6pt5-73,Fezandipiti,Pokémon,Psychic,2025/03/17,,,,,,,9.23,7.5,911.0,mar
sv6pt5-74,Okidogi,Pokémon,Fighting,2025/03/17,,,,,,,10.67,8.0,65.0,mar
sv6pt5-77,Fraxure,Pokémon,Dragon,2025/03/17,,,,,,,12.34,10.7,34.95,mar
sv6pt5-78,Persian,Pokémon,Colorless,2025/03/17,,,,,,,52.33,48.91,149.95,mar
sv6pt5-79,Bewear,Pokémon,Colorless,2025/03/17,,,,,,,10.69,8.99,32.0,mar
sv6pt5-82,Okidogi ex,Pokémon,Darkness,2025/03/17,,,,,,,1.78,1.25,15.0,mar
sv6pt5-85,Pecharunt ex,Pokémon,Darkness,2025/03/17,,,,,,,2.41,1.75,25.0,mar
sv6pt5-86,Cassiopeia,Trainer,,2025/03/17,,,,,,,3.37,2.35,20.0,mar
sv6pt5-87,Colress's Tenacity,Trainer,,2025/03/17,,,,,,,4.36,3.5,15.99,mar
sv6pt5-88,Janine's Secret Art,Trainer,,2025/03/17,,,,,,,3.38,2.5,24.0,mar
sv6pt5-89,Xerosic's Machinations,Trainer,,2025/03/17,,,,,,,2.05,1.5,33.0,mar
sv6pt5-90,Okidogi ex,Pokémon,Darkness,2025/03/17,,,,,,,23.62,19.0,57.0,mar
sv6pt5-91,Munkidori ex,Pokémon,Darkness,2025/03/17,,,,,,,17.1,14.0,79.99,mar
sv6pt5-92,Fezandipiti ex,Pokémon,Darkness,2025/03/17,,,,,,,47.98,46.0,124.95,mar
sv6pt5-93,Pecharunt ex,Pokémon,Darkness,2025/03/17,,,,,,,21.93,20.0,59.95,mar
sv6pt5-94,Cassiopeia,Trainer,,2025/03/17,,,,,,,50.62,45.34,124.95,mar
sv6pt5-95,Pecharunt ex,Pokémon,Darkness,2025/03/17,,,,,,,24.34,22.06,59.95,mar
sv6pt5-97,Powerglass,Trainer,,2025/03/17,,,,,,,17.84,15.0,44.95,mar
sv6pt5-96,Earthen Vessel,Trainer,,2025/03/17,,,,,,,52.72,46.98,134.0,mar
sv6pt5-98,Basic Darkness Energy,Energy,Darkness,2025/03/17,,,,,,,34.39,31.99,79.95,mar
sv6pt5-99,Basic Metal Energy,Energy,Metal,2025/03/17,,,,,,,32.86,31.07,69.95,mar
sv7-1,Venusaur ex,Pokémon,Grass,2025/03/17,,,,,,,0.89,0.49,40.0,mar
sv7-2,Ledyba,Pokémon,Grass,2025/03/17,0.05,0.01,4.95,0.14,0.01,4.95,,,,mar
sv7-3,Ledian,Pokémon,Grass,2025/03/17,,,,0.21,0.01,4.95,0.09,0.01,4.95,mar
sv7-4,Celebi,Pokémon,Grass,2025/03/17,0.05,0.01,4.95,0.24,0.04,4.95,,,,mar
sv7-5,Lileep,Pokémon,Grass,2025/03/17,0.07,0.01,4.95,0.16,0.01,4.95,,,,mar
sv7-6,Cradily,Pokémon,Grass,2025/03/17,,,,0.14,0.01,4.95,0.15,0.01,4.95,mar
sv7-7,Carnivine,Pokémon,Grass,2025/03/17,0.05,0.01,4.95,0.12,0.03,4.95,,,,mar
sv7-8,Mow Rotom,Pokémon,Grass,2025/03/17,0.04,0.01,10.0,0.17,0.01,4.95,,,,mar
sv7-9,Grubbin,Pokémon,Grass,2025/03/17,0.04,0.01,10.0,0.14,0.01,4.95,,,,mar
sv7-10,Gossifleur,Pokémon,Grass,2025/03/17,0.04,0.01,4.95,0.14,0.01,4.95,,,,mar
sv7-11,Eldegoss,Pokémon,Grass,2025/03/17,0.06,0.01,10.0,0.18,0.02,4.99,,,,mar
sv7-12,Applin,Pokémon,Grass,2025/03/17,0.07,0.01,4.95,0.15,0.02,4.95,,,,mar
sv7-13,Dipplin,Pokémon,Grass,2025/03/17,0.1,0.01,4.95,0.14,0.01,4.95,,,,mar
sv7-14,Hydrapple ex,Pokémon,Grass,2025/03/17,,,,,,,1.47,0.11,10.0,mar
sv7-15,Nymble,Pokémon,Grass,2025/03/17,0.06,0.01,4.95,0.17,0.01,4.95,,,,mar
sv7-16,Lokix,Pokémon,Grass,2025/03/17,0.03,0.01,4.95,,,,0.3,0.02,4.95,mar
sv7-17,Toedscool,Pokémon,Grass,2025/03/17,0.06,0.01,10.08,0.12,0.01,10.0,,,,mar
sv7-18,Toedscruel,Pokémon,Grass,2025/03/17,0.06,0.01,10.0,0.16,0.01,10.08,,,,mar
sv7-19,Ponyta,Pokémon,Fire,2025/03/17,0.06,0.01,10.0,0.2,0.01,4.95,,,,mar
sv7-20,Rapidash,Pokémon,Fire,2025/03/17,0.04,0.01,4.95,0.17,0.03,4.95,,,,mar
sv7-21,Pansear,Pokémon,Fire,2025/03/17,0.04,0.01,4.95,0.18,0.01,4.95,,,,mar
sv7-22,Reshiram,Pokémon,Fire,2025/03/17,0.08,0.01,10.0,0.18,0.02,4.95,,,,mar
sv7-23,Salandit,Pokémon,Fire,2025/03/17,0.06,0.01,4.95,0.12,0.02,5.13,,,,mar
sv7-24,Salazzle,Pokémon,Fire,2025/03/17,0.05,0.01,10.0,0.14,0.01,4.95,,,,mar
sv7-25,Turtonator,Pokémon,Fire,2025/03/17,0.03,0.01,10.0,0.15,0.01,4.95,,,,mar
sv7-26,Scorbunny,Pokémon,Fire,2025/03/17,0.08,0.01,4.95,0.2,0.04,4.95,,,,mar
sv7-27,Raboot,Pokémon,Fire,2025/03/17,0.14,0.01,4.95,0.17,0.01,4.95,,,,mar
sv7-28,Cinderace ex,Pokémon,Fire,2025/03/17,,,,,,,1.22,0.62,19.95,mar
sv7-29,Charcadet,Pokémon,Fire,2025/03/17,0.06,0.01,4.95,0.13,0.01,4.95,,,,mar
sv7-30,Blastoise ex,Pokémon,Water,2025/03/17,,,,,,,2.45,0.7,19.99,mar
sv7-31,Lapras,Pokémon,Water,2025/03/17,0.07,0.01,4.95,0.17,0.01,4.95,,,,mar
sv7-32,Lapras ex,Pokémon,Water,2025/03/17,,,,,,,1.55,0.5,19.95,mar
sv7-33,Marill,Pokémon,Water,2025/03/17,0.08,0.01,4.95,0.12,0.01,4.95,,,,mar
sv7-34,Azumarill,Pokémon,Water,2025/03/17,0.04,0.01,10.0,0.13,0.01,4.95,,,,mar
sv7-35,Finneon,Pokémon,Water,2025/03/17,0.05,0.01,4.95,0.13,0.01,4.95,,,,mar
sv7-36,Lumineon,Pokémon,Water,2025/03/17,0.06,0.01,6.02,0.14,0.01,4.95,,,,mar
sv7-37,Tirtouga,Pokémon,Water,2025/03/17,0.06,0.01,4.95,0.14,0.01,4.95,,,,mar
sv7-38,Carracosta,Pokémon,Water,2025/03/17,,,,0.14,0.01,10.0,0.11,0.01,4.95,mar
sv7-39,Froakie,Pokémon,Water,2025/03/17,0.05,0.01,10.0,0.17,0.01,4.95,,,,mar
sv7-40,Frogadier,Pokémon,Water,2025/03/17,0.05,0.01,10.0,0.16,0.01,4.95,,,,mar
sv7-41,Greninja ex,Pokémon,Water,2025/03/17,,,,,,,0.83,0.22,10.0,mar
sv7-42,Crabominable,Pokémon,Water,2025/03/17,0.08,0.01,10.0,0.13,0.01,4.95,,,,mar
sv7-43,Chewtle,Pokémon,Water,2025/03/17,0.09,0.01,4.95,0.17,0.03,4.95,,,,mar
sv7-44,Drednaw,Pokémon,Water,2025/03/17,,,,0.14,0.01,10.0,0.11,0.01,4.95,mar
sv7-45,Veluza,Pokémon,Water,2025/03/17,0.05,0.01,4.95,0.11,0.01,4.95,,,,mar
sv7-46,Electabuzz,Pokémon,Lightning,2025/03/17,0.05,0.01,4.95,0.18,0.02,5.23,,,,mar
sv7-47,Electivire,Pokémon,Lightning,2025/03/17,0.05,0.01,4.95,0.13,0.01,4.95,,,,mar
sv7-48,Chinchou,Pokémon,Lightning,2025/03/17,0.03,0.01,4.95,0.11,0.01,4.95,,,,mar
sv7-49,Lanturn,Pokémon,Lightning,2025/03/17,0.06,0.01,10.0,0.13,0.01,4.95,,,,mar
sv7-50,Joltik,Pokémon,Lightning,2025/03/17,0.08,0.01,10.0,0.27,0.03,5.95,,,,mar
sv7-51,Galvantula ex,Pokémon,Lightning,2025/03/17,,,,,,,0.9,0.25,12.95,mar
sv7-52,Charjabug,Pokémon,Lightning,2025/03/17,0.06,0.01,10.08,0.17,0.01,4.95,,,,mar
sv7-53,Vikavolt,Pokémon,Lightning,2025/03/17,0.08,0.01,4.95,0.15,0.01,4.95,,,,mar
sv7-54,Togedemaru,Pokémon,Lightning,2025/03/17,0.04,0.01,10.0,0.13,0.01,4.95,,,,mar
sv7-55,Zeraora,Pokémon,Lightning,2025/03/17,,,,0.12,0.01,4.95,0.11,0.01,4.95,mar
sv7-56,Pawmi,Pokémon,Lightning,2025/03/17,0.05,0.01,4.95,0.17,0.02,4.95,,,,mar
sv7-57,Slowpoke,Pokémon,Psychic,2025/03/17,0.1,0.01,4.95,0.21,0.05,4.95,,,,mar
sv7-58,Slowking,Pokémon,Psychic,2025/03/17,0.12,0.01,4.95,0.43,0.01,4.95,,,,mar
sv7-59,Mewtwo,Pokémon,Psychic,2025/03/17,0.14,0.01,7.0,0.31,0.02,4.95,,,,mar
sv7-60,Drifloon,Pokémon,Psychic,2025/03/17,0.04,0.01,10.0,0.1,0.01,4.95,,,,mar
sv7-61,Drifblim,Pokémon,Psychic,2025/03/17,0.05,0.01,10.0,0.14,0.01,4.95,,,,mar
sv7-62,Yamask,Pokémon,Psychic,2025/03/17,0.05,0.01,4.95,0.61,0.01,4.95,,,,mar
sv7-63,Comfey,Pokémon,Psychic,2025/03/17,0.05,0.01,4.95,0.15,0.01,4.95,,,,mar
sv7-64,Milcery,Pokémon,Psychic,2025/03/17,0.07,0.01,10.0,0.34,0.05,4.95,,,,mar
sv7-65,Alcremie,Pokémon,Psychic,2025/03/17,,,,0.16,0.02,4.95,0.16,0.01,5.95,mar
sv7-66,Fidough,Pokémon,Psychic,2025/03/17,0.07,0.01,4.95,0.16,0.02,4.95,,,,mar
sv7-67,Dachsbun ex,Pokémon,Psychic,2025/03/17,,,,,,,0.83,0.15,50.0,mar
sv7-68,Flittle,Pokémon,Psychic,2025/03/17,0.06,0.01,4.95,0.15,0.01,4.95,,,,mar
sv7-69,Espathra,Pokémon,Psychic,2025/03/17,0.08,0.01,4.95,0.56,0.1,10.0,,,,mar
sv7-70,Greavard,Pokémon,Psychic,2025/03/17,0.04,0.01,4.95,0.13,0.01,10.0,,,,mar
sv7-71,Iron Boulder,Pokémon,Psychic,2025/03/17,,,,0.21,0.01,4.95,0.11,0.01,15.0,mar
sv7-72,Cubone,Pokémon,Fighting,2025/03/17,0.07,0.01,4.95,0.16,0.02,4.95,,,,mar
sv7-73,Marowak,Pokémon,Fighting,2025/03/17,0.07,0.01,4.95,0.16,0.03,10.0,,,,mar
sv7-74,Rhyhorn,Pokémon,Fighting,2025/03/17,0.05,0.01,4.95,0.13,0.01,4.95,,,,mar
sv7-75,Rhydon,Pokémon,Fighting,2025/03/17,0.09,0.01,4.95,0.19,0.01,10.0,,,,mar
sv7-76,Rhyperior,Pokémon,Fighting,2025/03/17,,,,0.17,0.01,4.95,0.1,0.01,10.0,mar
sv7-77,Meditite,Pokémon,Fighting,2025/03/17,0.08,0.01,10.0,0.99,0.05,4.95,,,,mar
sv7-78,Meditite,Pokémon,Fighting,2025/03/17,0.06,0.01,4.95,0.66,0.11,4.95,,,,mar
sv7-79,Medicham,Pokémon,Fighting,2025/03/17,0.06,0.01,4.95,0.11,0.01,4.95,,,,mar
sv7-80,Medicham ex,Pokémon,Fighting,2025/03/17,,,,,,,0.59,0.05,10.0,mar
sv7-81,Riolu,Pokémon,Fighting,2025/03/17,0.06,0.01,10.0,0.17,0.02,4.95,,,,mar
sv7-82,Lucario ex,Pokémon,Fighting,2025/03/17,,,,,,,0.88,0.28,10.0,mar
sv7-83,Mienfoo,Pokémon,Fighting,2025/03/17,0.04,0.01,4.95,0.11,0.01,4.95,,,,mar
sv7-84,Mienshao,Pokémon,Fighting,2025/03/17,0.05,0.01,4.95,0.15,0.01,18.0,,,,mar
sv7-85,Pancham,Pokémon,Fighting,2025/03/17,0.05,0.01,4.95,0.12,0.01,4.95,,,,mar
sv7-86,Diancie,Pokémon,Fighting,2025/03/17,0.08,0.01,4.95,0.14,0.01,4.95,,,,mar
sv7-87,Crabrawler,Pokémon,Fighting,2025/03/17,0.05,0.01,4.95,0.11,0.01,4.95,,,,mar
sv7-88,Falinks,Pokémon,Fighting,2025/03/17,0.08,0.01,4.95,0.13,0.01,4.95,,,,mar
sv7-89,Garganacl ex,Pokémon,Fighting,2025/03/17,,,,,,,0.71,0.06,10.0,mar
sv7-90,Koraidon,Pokémon,Fighting,2025/03/17,0.04,0.01,4.95,0.14,0.01,10.0,,,,mar
sv7-91,Gulpin,Pokémon,Darkness,2025/03/17,0.08,0.01,4.95,0.13,0.02,4.95,,,,mar
sv7-92,Swalot,Pokémon,Darkness,2025/03/17,0.1,0.01,10.0,0.15,0.01,4.95,,,,mar
sv7-93,Pangoro,Pokémon,Darkness,2025/03/17,0.04,0.01,4.95,0.13,0.01,4.95,,,,mar
sv7-94,Impidimp,Pokémon,Darkness,2025/03/17,0.06,0.01,10.0,0.18,0.01,4.95,,,,mar
sv7-95,Morgrem,Pokémon,Darkness,2025/03/17,0.07,0.01,4.95,0.13,0.01,4.95,,,,mar
sv7-96,Grimmsnarl,Pokémon,Darkness,2025/03/17,,,,0.17,0.01,10.0,0.13,0.01,20.0,mar
sv7-97,Bombirdier,Pokémon,Darkness,2025/03/17,0.06,0.01,4.95,0.15,0.01,5.11,,,,mar
sv7-98,Jirachi,Pokémon,Metal,2025/03/17,0.11,0.01,4.95,0.26,0.01,4.95,,,,mar
sv7-99,Klink,Pokémon,Metal,2025/03/17,0.04,0.01,10.0,0.14,0.01,4.95,,,,mar
sv7-100,Klang,Pokémon,Metal,2025/03/17,0.07,0.01,4.95,0.13,0.02,4.95,,,,mar
sv7-101,Klinklang,Pokémon,Metal,2025/03/17,,,,0.13,0.01,31.0,0.09,0.01,4.95,mar
sv7-102,Meltan,Pokémon,Metal,2025/03/17,0.11,0.01,10.0,0.16,0.05,4.95,,,,mar
sv7-103,Meltan,Pokémon,Metal,2025/03/17,0.08,0.01,4.95,0.21,0.01,10.0,,,,mar
sv7-104,Melmetal,Pokémon,Metal,2025/03/17,,,,0.14,0.01,4.95,0.09,0.01,10.0,mar
sv7-105,Melmetal ex,Pokémon,Metal,2025/03/17,,,,,,,0.73,0.23,10.0,mar
sv7-106,Duraludon,Pokémon,Metal,2025/03/17,0.11,0.01,10.0,0.91,0.1,6.99,,,,mar
sv7-107,Archaludon,Pokémon,Metal,2025/03/17,,,,0.18,0.01,4.95,0.1,0.01,4.95,mar
sv7-108,Varoom,Pokémon,Metal,2025/03/17,0.04,0.01,10.0,0.12,0.01,4.95,,,,mar
sv7-109,Revavroom,Pokémon,Metal,2025/03/17,0.07,0.01,4.95,0.11,0.01,4.95,,,,mar
sv7-110,Orthworm ex,Pokémon,Metal,2025/03/17,,,,,,,0.51,0.1,10.0,mar
sv7-111,Raging Bolt,Pokémon,Dragon,2025/03/17,,,,0.23,0.04,4.95,0.17,0.01,10.0,mar
sv7-112,Tauros,Pokémon,Colorless,2025/03/17,0.06,0.01,10.0,0.13,0.01,4.95,,,,mar
sv7-113,Eevee,Pokémon,Colorless,2025/03/17,0.16,0.01,10.0,0.25,0.04,5.95,,,,mar
sv7-114,Hoothoot,Pokémon,Colorless,2025/03/17,0.3,0.01,10.0,1.42,0.1,7.99,,,,mar
sv7-115,Noctowl,Pokémon,Colorless,2025/03/17,,,,0.56,0.06,5.95,0.42,0.02,4.95,mar
sv7-116,Glameow,Pokémon,Colorless,2025/03/17,0.05,0.01,4.95,0.17,0.01,4.95,,,,mar
sv7-117,Purugly,Pokémon,Colorless,2025/03/17,0.06,0.01,70.03,0.14,0.02,4.95,,,,mar
sv7-118,Fan Rotom,Pokémon,Colorless,2025/03/17,0.14,0.01,3.99,0.48,0.01,7.49,,,,mar
sv7-119,Bouffalant,Pokémon,Colorless,2025/03/17,,,,0.23,0.01,4.95,0.16,0.01,30.0,mar
sv7-120,Tornadus,Pokémon,Colorless,2025/03/17,0.05,0.01,4.95,0.17,0.01,4.95,,,,mar
sv7-121,Fletchling,Pokémon,Colorless,2025/03/17,0.05,0.01,4.95,0.12,0.01,4.95,,,,mar
sv7-122,Fletchinder,Pokémon,Colorless,2025/03/17,0.06,0.01,4.95,0.14,0.01,4.95,,,,mar
sv7-123,Talonflame,Pokémon,Colorless,2025/03/17,0.06,0.01,10.0,0.13,0.01,4.95,,,,mar
sv7-124,Wooloo,Pokémon,Colorless,2025/03/17,0.06,0.01,4.95,0.14,0.01,4.95,,,,mar
sv7-125,Dubwool,Pokémon,Colorless,2025/03/17,0.06,0.01,4.95,0.12,0.01,12.0,,,,mar
sv7-126,Lechonk,Pokémon,Colorless,2025/03/17,0.05,0.01,4.95,0.15,0.01,4.95,,,,mar
sv7-127,Cyclizar,Pokémon,Colorless,2025/03/17,0.06,0.01,4.95,0.12,0.01,4.95,,,,mar
sv7-128,Terapagos ex,Pokémon,Colorless,2025/03/17,,,,,,,3.55,2.0,20.0,mar
sv7-129,Antique Cover Fossil,Trainer,,2025/03/17,0.08,0.01,10.08,1.2,0.12,7.95,,,,mar
sv7-130,Antique Root Fossil,Trainer,,2025/03/17,0.1,0.01,10.0,1.65,0.09,4.95,,,,mar
sv7-131,Area Zero Underdepths,Trainer,,2025/03/17,0.15,0.01,21.0,0.37,0.03,8.49,,,,mar
sv7-132,Briar,Trainer,,2025/03/17,0.08,0.01,7.09,0.31,0.02,4.95,,,,mar
sv7-133,Crispin,Trainer,,2025/03/17,0.3,0.01,4.95,1.6,0.13,7.95,,,,mar
sv7-134,Deluxe Bomb,Trainer,,2025/03/17,,,,,,,0.59,0.02,12.95,mar
sv7-135,Glass Trumpet,Trainer,,2025/03/17,0.15,0.01,25.0,0.22,0.01,4.95,,,,mar
sv7-136,Grand Tree,Trainer,,2025/03/17,,,,,,,1.1,0.2,75.0,mar
sv7-137,Gravity Gemstone,Trainer,,2025/03/17,0.1,0.01,3.99,0.17,0.01,4.95,,,,mar
sv7-138,Kofu,Trainer,,2025/03/17,0.07,0.01,4.95,0.13,0.01,4.95,,,,mar
sv7-139,Lacey,Trainer,,2025/03/17,0.09,0.01,5.0,0.17,0.01,4.95,,,,mar
sv7-140,Occa Berry,Trainer,,2025/03/17,0.04,0.01,4.95,0.14,0.01,4.95,,,,mar
sv7-141,Payapa Berry,Trainer,,2025/03/17,0.07,0.01,4.95,0.39,0.01,10.0,,,,mar
sv7-142,Sparkling Crystal,Trainer,,2025/03/17,,,,,,,1.22,0.15,71.0,mar
sv7-143,Bulbasaur,Pokémon,Grass,2025/03/17,,,,,,,61.48,49.37,189.99,mar
sv7-144,Ledian,Pokémon,Grass,2025/03/17,,,,,,,4.38,2.99,30.0,mar
sv7-145,Lileep,Pokémon,Grass,2025/03/17,,,,,,,6.96,4.61,55.0,mar
sv7-146,Turtonator,Pokémon,Fire,2025/03/17,,,,,,,3.78,2.75,18.0,mar
sv7-147,Raboot,Pokémon,Fire,2025/03/17,,,,,,,6.61,5.0,42.69,mar
sv7-148,Squirtle,Pokémon,Water,2025/03/17,,,,,,,64.65,61.09,199.0,mar
sv7-149,Crabominable,Pokémon,Water,2025/03/17,,,,,,,4.02,3.0,50.0,mar
sv7-150,Joltik,Pokémon,Lightning,2025/03/17,,,,,,,6.58,4.19,55.0,mar
sv7-151,Zeraora,Pokémon,Lightning,2025/03/17,,,,,,,10.95,9.0,59.99,mar
sv7-152,Milcery,Pokémon,Psychic,2025/03/17,,,,,,,11.7,8.97,75.0,mar
sv7-153,Meditite,Pokémon,Fighting,2025/03/17,,,,,,,7.57,3.46,40.0,mar
sv7-154,Gulpin,Pokémon,Darkness,2025/03/17,,,,,,,7.84,5.0,100.0,mar
sv7-155,Archaludon,Pokémon,Metal,2025/03/17,,,,,,,4.02,2.0,100.0,mar
sv7-156,Hydrapple ex,Pokémon,Grass,2025/03/17,,,,,,,2.96,0.99,30.0,mar
sv7-157,Cinderace ex,Pokémon,Fire,2025/03/17,,,,,,,3.78,1.99,19.99,mar
sv7-158,Lapras ex,Pokémon,Water,2025/03/17,,,,,,,4.55,2.75,38.73,mar
sv7-159,Galvantula ex,Pokémon,Lightning,2025/03/17,,,,,,,2.28,1.23,19.99,mar
sv7-160,Dachsbun ex,Pokémon,Psychic,2025/03/17,,,,,,,2.71,1.17,14.99,mar
sv7-161,Medicham ex,Pokémon,Fighting,2025/03/17,,,,,,,1.3,0.6,19.99,mar
sv7-162,Orthworm ex,Pokémon,Metal,2025/03/17,,,,,,,1.37,0.64,10.0,mar
sv7-163,Briar,Trainer,,2025/03/17,,,,,,,3.43,2.0,28.0,mar
sv7-164,Crispin,Trainer,,2025/03/17,,,,,,,11.27,7.77,22.0,mar
sv7-165,Kofu,Trainer,,2025/03/17,,,,,,,1.41,0.5,19.99,mar
sv7-166,Lacey,Trainer,,2025/03/17,,,,,,,3.87,2.5,20.0,mar
sv7-167,Hydrapple ex,Pokémon,Grass,2025/03/17,,,,,,,31.42,28.0,77.73,mar
sv7-168,Galvantula ex,Pokémon,Lightning,2025/03/17,,,,,,,27.91,20.84,59.95,mar
sv7-169,Dachsbun ex,Pokémon,Psychic,2025/03/17,,,,,,,42.71,35.99,99.95,mar
sv7-170,Terapagos ex,Pokémon,Colorless,2025/03/17,,,,,,,74.45,68.78,174.95,mar
sv7-171,Briar,Trainer,,2025/03/17,,,,,,,21.77,19.37,49.95,mar
sv7-172,Lacey,Trainer,,2025/03/17,,,,,,,31.08,28.23,90.0,mar
sv7-173,Terapagos ex,Pokémon,Colorless,2025/03/17,,,,,,,16.57,14.0,53.97,mar
sv7-174,Area Zero Underdepths,Trainer,,2025/03/17,,,,,,,16.19,13.0,39.95,mar
sv7-175,Bravery Charm,Trainer,,2025/03/17,,,,,,,10.19,9.0,30.0,mar
sv8-1,Exeggcute,Pokémon,Grass,2025/03/17,0.11,0.01,4.95,0.19,0.03,4.95,,,,mar
sv8-2,Exeggcute,Pokémon,Grass,2025/03/17,0.07,0.01,4.95,0.23,0.05,4.95,,,,mar
sv8-3,Exeggutor,Pokémon,Grass,2025/03/17,0.06,0.01,4.95,0.29,0.01,4.95,,,,mar
sv8-11,Zarude,Pokémon,Grass,2025/03/17,,,,0.19,0.02,4.95,0.07,0.01,4.95,mar
sv8-14,Rabsca,Pokémon,Grass,2025/03/17,,,,0.23,0.05,4.95,0.05,0.01,4.95,mar
sv8-16,Vulpix,Pokémon,Fire,2025/03/17,0.11,0.01,4.95,0.12,0.03,4.95,,,,mar
sv8-17,Ninetales,Pokémon,Fire,2025/03/17,0.13,0.01,4.95,0.23,0.1,4.95,,,,mar
sv8-24,Larvesta,Pokémon,Fire,2025/03/17,0.06,0.01,4.95,0.1,0.01,8.0,,,,mar
sv8-27,Sizzlipede,Pokémon,Fire,2025/03/17,0.05,0.01,4.95,0.12,0.01,4.95,,,,mar
sv8-30,Crocalor,Pokémon,Fire,2025/03/17,0.07,0.01,4.95,0.1,0.01,10.0,,,,mar
sv8-31,Skeledirge,Pokémon,Fire,2025/03/17,,,,0.27,0.04,4.95,0.09,0.01,4.95,mar
sv8-29,Fuecoco,Pokémon,Fire,2025/03/17,0.06,0.01,10.0,0.14,0.01,4.95,,,,mar
sv8-25,Volcarona,Pokémon,Fire,2025/03/17,0.09,0.01,4.95,0.11,0.02,4.95,,,,mar
sv8-4,Durant ex,Pokémon,Grass,2025/03/17,,,,,,,0.76,0.05,5.05,mar
sv8-6,Spewpa,Pokémon,Grass,2025/03/17,0.05,0.01,4.95,0.11,0.01,4.95,,,,mar
sv8-5,Scatterbug,Pokémon,Grass,2025/03/17,0.04,0.01,4.95,0.09,0.01,4.95,,,,mar
sv8-8,Morelull,Pokémon,Grass,2025/03/17,0.06,0.01,4.95,0.12,0.02,4.95,,,,mar
sv8-9,Shiinotic,Pokémon,Grass,2025/03/17,0.09,0.01,4.95,0.22,0.04,4.95,,,,mar
sv8-10,Dhelmise,Pokémon,Grass,2025/03/17,0.04,0.01,4.95,0.09,0.01,4.95,,,,mar
sv8-15,Wo-Chien,Pokémon,Grass,2025/03/17,0.09,0.01,4.95,0.25,0.02,4.95,,,,mar
sv8-28,Centiskorch,Pokémon,Fire,2025/03/17,0.06,0.01,4.95,0.14,0.02,4.95,,,,mar
sv8-7,Vivillon,Pokémon,Grass,2025/03/17,0.05,0.01,4.95,0.25,0.05,4.95,,,,mar
sv8-13,Rellor,Pokémon,Grass,2025/03/17,0.05,0.01,4.95,0.09,0.01,4.95,,,,mar
